104.17.66.169,SJC,North America,San Jose,190 ms
104.18.34.154,SJC,North America,San Jose,190 ms
104.19.21.34,SJC,North America,San Jose,191 ms
104.17.65.206,SJC,North America,San Jose,192 ms
104.17.62.130,SJC,North America,San Jose,192 ms
